skill,num_postings,pct_postings,num_occurence,pct_occurence,is_skill
ts sci clearance required,1,0.0024,2,6.00E-04,
tuning,1,0.0024,2,6.00E-04,
type,2,0.0048,3,9.00E-04,
types,1,0.0024,1,3.00E-04,
ulizing,1,0.0024,8,0.0023,
ulizing data,1,0.0024,6,0.0017,
ulizing data bricks,1,0.0024,4,0.0012,
ulizing data bricks snowflake,1,0.0024,2,6.00E-04,
unclassified,1,0.0024,3,9.00E-04,
unclassified data,1,0.0024,2,6.00E-04,y
unclassified data sets,1,0.0024,1,3.00E-04,
understand,16,0.0383,22,0.0063,
understand customer,1,0.0024,3,9.00E-04,
understand customer behavior,1,0.0024,2,6.00E-04,
understand customer behavior patterns,1,0.0024,1,3.00E-04,
understand sampling,1,0.0024,1,3.00E-04,
understandable,3,0.0072,2,6.00E-04,
understandable way,1,0.0024,1,3.00E-04,
understanding,10,0.0239,15,0.0043,
understanding agency,1,0.0024,4,0.0012,
understanding agency needs,1,0.0024,2,6.00E-04,
understanding cloud,1,0.0024,3,9.00E-04,
underwriting,2,0.0048,3,9.00E-04,
underwriting strategies,1,0.0024,1,3.00E-04,
unfamiliar,1,0.0024,2,6.00E-04,
unfamiliar tasks,1,0.0024,1,3.00E-04,
unit,5,0.012,9,0.0026,
unit testing,1,0.0024,1,3.00E-04,y
unix,1,0.0024,1,3.00E-04,y
unsecured,1,0.0024,3,9.00E-04,
unsecured consumer,1,0.0024,2,6.00E-04,
unsecured consumer lending,1,0.0024,1,3.00E-04,
unstructured,5,0.012,7,0.002,
unstructured data,3,0.0072,2,6.00E-04,y
unstructured data sets,1,0.0024,1,3.00E-04,
unsupervised,4,0.0096,8,0.0023,
unsupervised data,1,0.0024,2,6.00E-04,y
unsupervised data clustering,1,0.0024,1,3.00E-04,y
unsupervised learning,1,0.0024,2,6.00E-04,y
unsupervised learning techniques,1,0.0024,1,3.00E-04,y
unsupervised ml,1,0.0024,2,6.00E-04,y
unsupervised ml techniques,1,0.0024,1,3.00E-04,y
upgrades,1,0.0024,4,0.0012,
upgrades based,1,0.0024,2,6.00E-04,
uphold,1,0.0024,5,0.0014,
uphold data,1,0.0024,4,0.0012,
uphold data science,1,0.0024,3,9.00E-04,
uphold data science best,1,0.0024,2,6.00E-04,
uphold data science best practices,1,0.0024,1,3.00E-04,y
user,2,0.0048,5,0.0014,
user experience,1,0.0024,1,3.00E-04,Y
user representation,1,0.0024,3,9.00E-04,
user representation learning,1,0.0024,2,6.00E-04,
user representation learning techniques,1,0.0024,1,3.00E-04,
uses,3,0.0072,7,0.002,
uses advanced,1,0.0024,2,6.00E-04,
uses advanced skills,1,0.0024,1,3.00E-04,
uses scientific,1,0.0024,2,6.00E-04,
uses scientific methods,1,0.0024,1,3.00E-04,
using,22,0.0526,108,0.0311,
using advanced,2,0.0048,9,0.0026,
using advanced data,1,0.0024,3,9.00E-04,
using advanced data visualization,1,0.0024,2,6.00E-04,
using advanced data visualization techniques,1,0.0024,1,3.00E-04,
using advanced ml,1,0.0024,4,0.0012,
using advanced ml topics,1,0.0024,2,6.00E-04,
using analytics,1,0.0024,6,0.0017,
using analytics relevant,1,0.0024,3,9.00E-04,
using azure,1,0.0024,4,0.0012,
using bibliometric,1,0.0024,3,9.00E-04,
using bibliometric analysis,1,0.0024,2,6.00E-04,
using bibliometric analysis tools,1,0.0024,1,3.00E-04,
using common,1,0.0024,8,0.0023,
using common ai,1,0.0024,5,0.0014,
using common ai frameworks,1,0.0024,2,6.00E-04,
using data,3,0.0072,17,0.0049,
using data structures,1,0.0024,3,9.00E-04,
using data visualization,1,0.0024,2,6.00E-04,
using database,1,0.0024,7,0.002,
using database technologies,1,0.0024,5,0.0014,
using database technologies including,1,0.0024,3,9.00E-04,
using database technologies including mssql,1,0.0024,1,3.00E-04,
using mathematics,1,0.0024,1,3.00E-04,
using project,1,0.0024,6,0.0017,
using project planning,1,0.0024,3,9.00E-04,
using python,2,0.0048,5,0.0014,
using relational,1,0.0024,4,0.0012,
using relational databases,1,0.0024,2,6.00E-04,
using rules,1,0.0024,7,0.002,
using rules engines,1,0.0024,3,9.00E-04,
using sql,1,0.0024,2,6.00E-04,
using statistical,1,0.0024,3,9.00E-04,
using statistical computer,1,0.0024,2,6.00E-04,
using statistical computer languages,1,0.0024,1,3.00E-04,
using statistics,2,0.0048,3,9.00E-04,
utilization,1,0.0024,1,3.00E-04,
utilizing,1,0.0024,2,6.00E-04,
utilizing automation,1,0.0024,1,3.00E-04,
validating,1,0.0024,2,6.00E-04,
validating models,1,0.0024,1,3.00E-04,Y
validation,3,0.0072,6,0.0017,
validation testing,1,0.0024,4,0.0012,Y
validation testing techniques,1,0.0024,3,9.00E-04,y
validation testing techniques covering,1,0.0024,2,6.00E-04,
validation testing techniques covering risk,1,0.0024,1,3.00E-04,
valuable,1,0.0024,4,0.0012,
valuable insights,1,0.0024,2,6.00E-04,
value,2,0.0048,3,9.00E-04,
value creation,1,0.0024,1,3.00E-04,
variables,1,0.0024,1,3.00E-04,
variety,5,0.012,1,3.00E-04,
vault,1,0.0024,3,9.00E-04,
vector,1,0.0024,4,0.0012,
vector machines,1,0.0024,2,6.00E-04,
verbal,9,0.0215,5,0.0014,
verbal communication,3,0.0072,2,6.00E-04,Y
verbal communication skills,3,0.0072,1,3.00E-04,Y
vertex,1,0.0024,2,6.00E-04,
views,1,0.0024,2,6.00E-04,
vision,2,0.0048,3,9.00E-04,
visualization,13,0.0311,21,0.006,
visualization skills,1,0.0024,3,9.00E-04,y
visualization techniques,1,0.0024,4,0.0012,y
visualization technologies,1,0.0024,1,3.00E-04,y
visualization tools,4,0.0096,2,6.00E-04,y
visualizations,3,0.0072,4,0.0012,
volume,3,0.0072,7,0.002,
volumes,1,0.0024,3,9.00E-04,
vpn,1,0.0024,1,3.00E-04,
wandb,1,0.0024,1,3.00E-04,
warehouse,3,0.0072,13,0.0037,y
warehouse design,1,0.0024,4,0.0012,
warehouse design practices,1,0.0024,2,6.00E-04,
warehouse tech,1,0.0024,4,0.0012,
warehousing,1,0.0024,4,0.0012,
waterfall,1,0.0024,2,6.00E-04,
way,2,0.0048,3,9.00E-04,
ways,1,0.0024,1,3.00E-04,
web,5,0.012,13,0.0037,
web application,1,0.0024,2,6.00E-04,
web application process,1,0.0024,1,3.00E-04,y
web data,1,0.0024,4,0.0012,
web data analytics,1,0.0024,2,6.00E-04,y
web scraping,1,0.0024,1,3.00E-04,y
web services,1,0.0024,2,6.00E-04,y
web technologies,1,0.0024,1,3.00E-04,
welders,1,0.0024,1,3.00E-04,
well,7,0.0167,5,0.0014,
well defined,1,0.0024,2,6.00E-04,
well defined projects,1,0.0024,1,3.00E-04,
well represented,1,0.0024,1,3.00E-04,
whitepapers,1,0.0024,1,3.00E-04,
who,1,0.0024,3,9.00E-04,
wide,2,0.0048,6,0.0017,
wide functional,1,0.0024,4,0.0012,
wide functional strategies,1,0.0024,2,6.00E-04,
will,4,0.0096,4,0.0012,
will ensure,1,0.0024,2,6.00E-04,
will ensure key,1,0.0024,1,3.00E-04,
willingness,3,0.0072,1,3.00E-04,
windows,2,0.0048,4,0.0012,
windows os,1,0.0024,3,9.00E-04,
windows os experience,1,0.0024,2,6.00E-04,
windows os experience including,1,0.0024,1,3.00E-04,
work,59,0.1411,84,0.0242,
work closely,1,0.0024,1,3.00E-04,
work cross,1,0.0024,2,6.00E-04,
work cross functionally,1,0.0024,1,3.00E-04,
work effectively,1,0.0024,1,3.00E-04,y
work experience,3,0.0072,1,3.00E-04,
work focused,1,0.0024,1,3.00E-04,
work military,1,0.0024,2,6.00E-04,
work military experience,1,0.0024,1,3.00E-04,
work proficiently,1,0.0024,1,3.00E-04,y
work requires,1,0.0024,1,3.00E-04,
work unsupervised,1,0.0024,1,3.00E-04,y
work well,1,0.0024,1,3.00E-04,
workflow,3,0.0072,9,0.0026,
workflow automation,1,0.0024,2,6.00E-04,y
workflow design,1,0.0024,4,0.0012,y
workflow design tools,1,0.0024,3,9.00E-04,
workflow design tools including,1,0.0024,2,6.00E-04,
workflow design tools including alteryx,1,0.0024,1,3.00E-04,
working,19,0.0455,20,0.0058,
working effectively,1,0.0024,3,9.00E-04,
working knowledge,4,0.0096,1,3.00E-04,
working relationships,1,0.0024,3,9.00E-04,
working teams,1,0.0024,2,6.00E-04,
workload,1,0.0024,2,6.00E-04,
workload managers,1,0.0024,1,3.00E-04,
workplace,1,0.0024,2,6.00E-04,
works,12,0.0287,26,0.0075,
works collaboratively,1,0.0024,1,3.00E-04,y
works consistently,1,0.0024,1,3.00E-04,
workshops,1,0.0024,5,0.0014,
world,3,0.0072,8,0.0023,
world advantages,1,0.0024,4,0.0012,
world advantages drawbacks,1,0.0024,2,6.00E-04,
world problems,2,0.0048,2,6.00E-04,
wrangling,1,0.0024,6,0.0017,
wrangling normalization,1,0.0024,3,9.00E-04,
write,2,0.0048,8,0.0023,
write code,1,0.0024,1,3.00E-04,y
writer,1,0.0024,6,0.0017,
writer experience,1,0.0024,3,9.00E-04,
writing,6,0.0144,11,0.0032,
writing center,1,0.0024,1,3.00E-04,
writing experience,1,0.0024,2,6.00E-04,
writing sql,2,0.0048,3,9.00E-04,
writing sql code,1,0.0024,1,3.00E-04,
writing sql queries,1,0.0024,1,3.00E-04,
written,13,0.0311,5,0.0014,
written communication skills,5,0.012,1,3.00E-04,y
years,39,0.0933,31,0.0089,
years experience,1,0.0024,1,3.00E-04,
years extensive,1,0.0024,2,6.00E-04,
years extensive background,1,0.0024,1,3.00E-04,
years focused,1,0.0024,2,6.00E-04,
years practical,1,0.0024,2,6.00E-04,
years practical experience,1,0.0024,1,3.00E-04,
years project,2,0.0048,2,6.00E-04,
years relevant,1,0.0024,8,0.0023,
years relevant professional,1,0.0024,5,0.0014,
years relevant professional experience,1,0.0024,2,6.00E-04,
years technical,1,0.0024,2,6.00E-04,
years technical experience,1,0.0024,1,3.00E-04,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
